Position,Wild,Mut,Miss
49169,406,1,0
49199,400,1,6
49216,404,1,2
49306,405,1,1
49311,404,1,2
49585,406,1,0
49588,404,1,2
49591,404,1,2
49608,405,1,1
49612,405,1,1
49639,406,1,0
49660,404,1,2
49731,404,1,2
49746,405,1,1
49751,405,1,1
49892,406,1,0
49924,403,1,3
49961,403,1,3
50216,405,1,1
50477,401,1,5
50501,403,1,3
50634,403,1,3
50656,402,1,4
50920,404,1,2
51663,405,1,1
51683,404,1,2
51697,405,1,1
51710,404,1,2
51724,406,1,0
51731,400,1,6
51763,405,1,1
51788,403,1,3
51828,388,1,18
51879,405,1,1
51898,403,1,3
51908,403,2,2
51951,402,1,4
52230,399,1,7
52309,400,1,6
52335,404,1,2
52346,404,1,2
52347,406,1,0
52627,403,1,3
52629,406,1,0
52652,403,2,2
52659,404,1,2
52697,406,1,0
52850,405,1,1
52853,405,1,1
52941,404,1,2
53068,406,1,0
53097,404,1,2
53111,406,1,0
53113,404,1,2
53154,404,1,2
53257,406,1,0
53311,404,1,2
53313,404,1,2
53446,404,1,2
53449,404,1,2
53520,402,1,4
53707,404,2,1
53731,402,1,4
53741,404,1,2
53792,405,1,1
53804,405,1,1
53820,396,1,10
53838,401,1,5
53913,393,11,3
53930,403,1,3
54125,403,1,3
54126,403,1,3
54132,406,1,0
54159,403,2,2
54214,403,2,2
54391,402,2,3
54451,402,1,4
54458,401,1,5
54459,403,1,3
54477,402,2,3
54482,399,1,7
54483,402,1,4
54619,401,1,5
54704,402,1,4
54709,404,1,2
54712,403,1,3
54715,403,1,3
54716,402,1,4
54717,405,1,1
54735,403,1,3
54737,405,1,1
54746,405,1,1
54750,402,1,4
54754,406,1,0
54766,404,1,2
54793,403,1,3
54804,404,1,2
54834,401,2,4
54881,406,1,0
54897,402,1,4
54922,405,1,1
54944,406,1,0
54978,402,1,4
54981,400,1,6
54993,404,1,2
54995,399,1,7
55037,403,2,2
55060,406,1,0
55065,404,1,2
55072,405,1,1
55085,405,1,1
55088,405,1,1
55091,406,1,0
55093,401,1,5
55111,405,1,1
55679,406,1,0
55776,403,1,3
55825,402,1,4
55887,404,2,1
55954,402,1,4
55955,401,1,5
55973,401,2,4
56030,404,1,2
56142,405,1,1
56146,402,1,4
56148,404,1,2
56248,400,1,6
56274,405,1,1
56436,405,1,1
56488,393,1,13
56509,405,1,1
56510,406,1,0
56516,405,1,1
56594,405,1,1
56608,405,1,1
56619,406,1,0
56631,404,1,2
56635,399,1,7
56636,402,1,4
56649,405,1,1
56688,398,2,7
56711,406,1,0
56762,406,1,0
56765,405,1,1
56839,403,1,3
56849,405,1,1
56858,405,1,1
56908,403,1,3
56909,405,1,1
56919,406,1,0
56925,405,1,1
56927,403,2,2
56931,405,1,1
56935,401,1,5
57063,402,1,4
57124,404,1,2
57214,397,1,9
57216,396,1,10
57287,403,1,3
57294,402,2,3
57582,398,1,8
57583,401,1,5
57658,403,1,3
57737,404,1,2
57830,401,1,5
58169,402,1,4
58198,402,1,4
58221,401,1,5
58303,383,1,23
58306,396,1,10
58353,405,2,0
58505,405,1,1
58577,405,1,1
58853,404,1,2
59201,402,1,4
59414,405,1,1
59415,402,1,4
59982,402,1,4
60060,399,1,7
60350,401,1,5
60414,402,1,4
60577,398,1,8
60706,403,1,3
61048,401,1,5
61099,403,1,3
61105,401,1,5
61097,398,1,8
61263,397,1,9
61728,401,1,5
61815,404,1,2
61816,403,1,3
61830,406,1,0
61844,404,1,2
61877,405,1,1
61883,405,1,1
61891,402,1,4
61908,406,1,0
61920,403,1,3
61926,405,1,1
61938,403,1,3
61942,405,1,1
61959,403,1,3
62009,403,3,1
62023,404,1,2
62034,403,1,3
62035,402,1,4
62057,398,1,8
62073,405,1,1
62094,401,1,5
62105,405,1,1
62142,405,1,1
62194,405,1,1
62214,405,1,1
62229,403,2,2
62230,404,1,2
62235,402,1,4
62247,406,1,0
62253,405,1,1
62266,406,1,0
62277,404,1,2
62387,404,1,2
62464,402,1,4
62766,404,1,2
62829,403,1,3
63009,405,1,1
63130,405,1,1
63131,394,1,12
63139,405,1,1
63148,405,1,1
63152,404,1,2
63153,404,1,2
63154,406,1,0
63157,406,1,0
63163,402,1,4
63169,405,1,1
63171,399,1,7
63172,405,1,1
63181,404,1,2
63203,403,1,3
63211,404,1,2
63219,404,1,2
63232,404,1,2
63250,399,1,7
63251,405,1,1
63260,405,1,1
63278,404,1,2
63286,402,1,4
63297,402,1,4
63316,403,1,3
63327,403,1,3
63351,404,1,2
63358,403,2,2
63403,403,1,3
63422,404,2,1
63428,399,1,7
63435,391,2,14
63448,404,1,2
63455,403,1,3
63462,405,1,1
63463,404,1,2
63470,406,1,0
63488,401,1,5
63501,402,1,4
63595,405,1,1
63603,403,1,3
63609,404,1,2
63634,405,1,1
63663,405,1,1
63682,405,1,1
63702,405,1,1
63750,404,1,2
63777,405,1,1
63778,405,1,1
63797,402,1,4
63802,404,1,2
63817,406,1,0
63825,400,1,6
63837,405,1,1
63862,406,1,0
63887,401,1,5
63895,405,1,1
63910,405,1,1
63913,401,1,5
63915,403,1,3
63926,405,1,1
63928,401,1,5
63939,403,1,3
63975,406,1,0
63997,400,1,6
64066,403,1,3
64100,403,1,3
64110,399,1,7
64120,404,1,2
64134,405,1,1
64140,405,1,1
64144,406,1,0
64172,406,1,0
64206,400,1,6
64218,403,1,3
64299,402,1,4
64311,406,1,0
64326,401,1,5
64401,401,1,5
64411,404,1,2
64412,406,1,0
64416,405,1,1
64430,406,1,0
64461,405,1,1
64463,403,2,2
64464,404,1,2
64466,401,1,5
64462,403,1,3
64476,405,1,1
64510,404,1,2
64592,404,1,2
64672,404,1,2
64712,399,1,7
65158,403,1,3
65221,404,1,2
65604,406,1,0
65672,405,2,0
65705,404,1,2
66201,403,1,3
66468,406,1,0
66483,402,1,4
66497,402,2,3
66703,365,1,41
66836,401,1,5
67000,404,1,2
67042,399,1,7
67061,397,1,9
67258,404,1,2
67284,402,1,4
67527,396,1,10
67974,405,1,1
68006,402,2,3
68185,401,1,5
68216,400,1,6
68625,403,1,3
68638,398,1,8
68639,404,1,2
68652,403,1,3
68686,406,1,0
69055,404,1,2
69064,403,1,3
69082,403,1,3
69132,401,1,5
69216,403,1,3
69220,400,1,6
69221,404,2,1
69231,402,1,4
69367,405,1,1
69391,403,2,2
69484,400,1,6
69589,398,1,8
69592,404,1,2
69603,381,1,25
69702,406,1,0
69707,399,1,7
69710,400,1,6
69714,402,2,3
69718,401,1,5
69703,400,1,6
69705,406,1,0
69715,402,1,4
69717,400,1,6
69708,400,1,6
69889,404,1,2
69975,395,1,11
69976,401,1,5
70180,398,1,8
70393,386,1,20
70394,400,1,6
70523,401,1,5
70816,406,1,0
70824,393,1,13
70825,404,1,2
70865,404,1,2
70866,405,1,1
70900,403,1,3
70935,401,1,5
71142,400,1,6
71151,399,1,7
71209,406,1,0
71224,403,1,3
71516,404,1,2
71539,400,1,6
71553,403,2,2
71652,397,1,9
71658,401,1,5
71675,404,1,2
71936,402,1,4
71966,405,1,1
72106,401,1,5
72116,403,1,3
72124,406,1,0
72150,406,1,0
72168,405,1,1
72173,403,1,3
72412,403,1,3
72607,402,1,4
72657,403,1,3
72959,404,1,2
73053,405,1,1
73154,405,1,1
73155,404,1,2
73160,405,1,1
73197,406,1,0
73214,405,1,1
73315,403,1,3
73459,404,1,2
73599,403,2,2
73668,405,1,1
73669,399,4,4
73738,402,1,4
73760,403,1,3
73826,406,1,0
73846,405,1,1
73870,405,1,1
73872,403,1,3
73936,402,1,4
74116,402,1,4
74134,406,1,0
74445,404,1,2
74525,396,2,9
74820,401,1,5
74945,401,1,5
75068,402,1,4
76036,403,1,3
76056,406,1,0
76124,397,1,9
76223,402,1,4
76224,402,1,4
76247,404,1,2
76382,406,1,0
76387,401,1,5
76514,369,1,37
76528,403,1,3
76547,402,1,4
77113,400,1,6
77515,403,1,3
77576,403,1,3
77664,402,1,4
77883,404,1,2
77907,405,1,1
77914,404,1,2
77919,399,1,7
78004,405,1,1
78288,403,1,3
78338,403,1,3
78351,399,1,7
78610,397,1,9
78718,402,1,4
79109,405,1,1
79212,405,1,1
79253,403,1,3
79297,404,1,2
79317,404,1,2
79350,404,1,2
79370,393,1,13
79372,404,1,2
79437,404,1,2
79457,403,1,3
79459,403,1,3
79503,405,2,0
79510,404,1,2
79518,405,1,1
79538,405,1,1
79733,404,1,2
79927,404,1,2
79929,400,1,6
79974,403,1,3
80049,403,2,2
80053,401,1,5
80082,406,1,0
80267,404,1,2
80310,406,1,0
80338,406,1,0
80374,404,1,2
80382,405,1,1
80770,404,1,2
80859,402,1,4
80863,400,1,6
80922,406,1,0
80957,403,1,3
81027,400,1,6
81043,402,1,4
81164,406,1,0
81168,406,1,0
81171,406,1,0
81210,403,1,3
81235,402,1,4
81241,406,1,0
81243,406,1,0
81279,404,1,2
81763,404,1,2
81802,404,1,2
82308,402,2,3
82524,405,1,1
82584,400,1,6
82749,394,1,12
82760,403,1,3
82772,401,1,5
82774,405,1,1
82785,406,1,0
82798,405,1,1
82830,402,1,4
83002,405,1,1
83053,397,2,8
83108,403,1,3
83207,403,1,3
83217,402,1,4
83251,403,1,3
83283,405,1,1
83384,406,1,0
83480,399,2,6
83553,406,1,0
83563,406,1,0
83598,405,1,1
83608,403,1,3
83678,404,1,2
83699,404,1,2
83733,405,1,1
83735,403,1,3
83813,402,1,4
83837,404,1,2
83978,404,1,2
84308,404,1,2
84343,405,1,1
84344,405,1,1
84351,406,1,0
84353,399,1,7
84384,402,1,4
84420,404,1,2
84436,394,1,12
84463,406,1,0
84694,404,1,2
84696,375,1,31
84774,406,1,0
84782,405,1,1
85032,406,1,0
85079,403,1,3
85082,396,2,9
85106,401,1,5
85273,405,1,1
85295,406,1,0
85851,399,1,7
85928,404,1,2
86079,403,1,3
86589,403,1,3
86631,400,1,6
86682,402,1,4
86754,405,1,1
86908,405,1,1
86961,403,1,3
87179,403,1,3
87344,406,1,0
87422,401,1,5
87855,403,1,3
87887,401,1,5
87934,400,1,6
88270,404,1,2
89147,402,1,4
89196,402,1,4
89257,404,1,2
89333,400,1,6
89358,401,1,5
89420,402,1,4
89421,402,1,4
89426,403,1,3
89539,403,1,3
89632,403,1,3
89924,401,1,5
89938,396,1,10
90178,403,1,3
90206,405,1,1
90213,400,1,6
90218,402,1,4
90221,402,1,4
90225,403,1,3
90226,404,1,2
90333,403,1,3
90338,402,1,4
90363,402,1,4
90565,398,1,8
90773,405,1,1
90782,403,1,3
90913,395,2,10
90931,404,1,2
90934,400,1,6
90946,405,1,1
90956,403,1,3
91476,399,1,7
91523,401,1,5
91679,400,1,6
91747,405,1,1
91827,404,1,2
91860,404,1,2
91890,399,1,7
92014,402,1,4
92104,401,1,5
92111,400,1,6
92146,403,1,3
92194,404,1,2
92315,397,1,9
92362,403,1,3
92363,402,2,3
92365,406,1,0
92444,402,1,4
92473,404,1,2
92527,399,1,7
92549,403,1,3
92586,402,1,4
92616,405,1,1
92621,405,1,1
92624,404,1,2
92631,406,1,0
92650,403,1,3
92652,405,1,1
92681,404,1,2
92714,405,1,1
92800,403,1,3
92809,406,1,0
92810,406,1,0
92811,405,1,1
92861,404,1,2
92916,404,1,2
93045,400,1,6
93096,400,1,6
93119,402,1,4
93125,405,1,1
93348,402,1,4
93373,400,1,6
93492,400,1,6
93792,398,1,8
93852,404,1,2
94049,402,1,4
94178,402,1,4
94496,402,1,4
94499,401,1,5
94602,400,1,6
95327,401,1,5
95814,403,2,2
95885,399,1,7
96007,401,1,5
96008,405,1,1
96024,397,4,6
96554,399,1,7
96633,401,2,4
96634,403,1,3
96838,404,1,2
96842,402,1,4
97210,406,1,0
97505,404,1,2
97511,403,1,3
98902,404,1,2
99485,399,1,7
99529,403,1,3
99645,403,1,3
99698,399,1,7
99740,404,1,2
99804,405,1,1
99805,404,1,2
100140,400,1,6
100180,404,1,2
100342,398,1,8
100567,397,1,9
100775,402,1,4
101059,379,1,27
101786,399,1,7
101860,406,1,0
101895,404,1,2
101969,403,1,3
101972,398,1,8
102063,401,1,5
102064,406,1,0
102065,405,1,1
102251,401,1,5
102602,403,1,3
103105,403,2,2
103968,404,1,2
104746,399,1,7
104747,402,1,4
104832,386,1,20
104985,405,1,1
105097,402,1,4
105614,398,1,8
106112,403,1,3
106134,400,1,6
106259,404,1,2
106260,401,1,5
106262,398,1,8
106535,403,1,3
106542,402,1,4
106675,403,1,3
106730,403,1,3
106731,405,1,1
106732,401,1,5
106816,405,1,1
106843,403,1,3
106846,401,1,5
106997,404,1,2
107014,403,2,2
107119,405,1,1
107258,399,1,7
107852,405,1,1
108540,392,1,14
108830,402,1,4
109249,400,2,5
109280,401,1,5
109434,404,1,2
109817,405,1,1
109883,403,1,3
109937,404,1,2
109968,401,1,5
109984,402,1,4
110111,404,1,2
110133,400,1,6
110150,404,1,2
110164,404,1,2
110167,406,1,0
110313,405,1,1
110385,402,1,4
110386,403,1,3
110519,405,1,1
110535,402,1,4
110591,405,1,1
110619,405,1,1
110626,406,1,0
110634,405,1,1
110636,406,1,0
110639,403,1,3
110640,406,1,0
110641,404,1,2
110642,405,1,1
110643,405,1,1
110664,404,1,2
110665,401,1,5
110673,405,1,1
110676,406,1,0
110679,405,1,1
110690,404,1,2
110691,404,1,2
110694,402,1,4
110695,403,1,3
110789,402,1,4
110812,404,1,2
110965,405,1,1
111113,401,1,5
111127,405,1,1
111197,403,1,3
111211,404,1,2
111229,404,1,2
111238,403,1,3
111242,398,1,8
111318,398,1,8
111483,404,1,2
111515,402,1,4
111954,400,1,6
112844,404,1,2
112882,399,1,7
113294,403,1,3
113378,404,1,2
113380,403,1,3
113388,399,1,7
113516,406,1,0
113535,404,1,2
114525,404,1,2
114563,404,1,2
114797,401,1,5
114860,398,1,8
114919,406,1,0
114958,399,1,7
114959,404,1,2
114970,403,1,3
115249,402,1,4
115252,406,1,0
115464,400,1,6
115807,403,1,3
115839,404,1,2
115966,402,1,4
116310,403,1,3
117009,403,1,3
117056,403,1,3
117104,402,1,4
117200,402,1,4
117264,402,1,4
117265,400,1,6
117298,402,1,4
117476,405,1,1
118065,395,1,11
118073,402,1,4
118161,404,1,2
118265,404,1,2
118511,405,1,1
118521,403,1,3
118682,404,1,2
118683,404,1,2
118888,393,1,13
118992,402,1,4
119426,402,1,4
119569,401,1,5
119576,404,1,2
119997,401,1,5
120034,399,1,7
120184,400,1,6
120603,405,1,1
120764,390,1,16
120908,405,1,1
121118,402,1,4
121198,405,1,1
121228,406,1,0
121271,403,1,3
121366,403,1,3
121383,404,1,2
121592,402,1,4
121624,404,1,2
121758,397,1,9
121765,404,1,2
121968,402,1,4
122041,404,1,2
122236,404,1,2
122402,403,1,3
122431,405,1,1
122445,400,2,5
122517,405,1,1
122521,404,1,2
122661,401,1,5
122867,406,1,0
122983,402,1,4
123191,403,1,3
123224,404,1,2
123700,401,1,5
123749,403,1,3
123771,403,1,3
123791,402,1,4
123792,405,1,1
123826,402,1,4
123852,405,1,1
123949,403,1,3
123957,399,1,7
123995,405,1,1
123999,404,1,2
124003,405,1,1
124023,406,1,0
124031,402,1,4
124033,404,1,2
124045,404,1,2
124090,404,1,2
124116,404,1,2
124127,403,1,3
124227,404,1,2
124309,402,1,4
124398,405,1,1
124487,403,1,3
124509,400,1,6
124528,405,1,1
124549,401,1,5
124560,405,1,1
124756,403,1,3
124991,401,1,5
125039,403,1,3
125076,402,1,4
125091,405,1,1
125101,405,1,1
125354,400,1,6
125403,400,1,6
125824,404,1,2
125942,398,1,8
125957,402,1,4
126512,400,1,6
126574,404,1,2
126575,404,1,2
126719,402,1,4
126739,401,1,5
126758,402,1,4
126774,402,1,4
126780,403,1,3
126905,399,1,7
127317,390,1,16
127442,399,1,7
127671,402,1,4
128134,404,1,2
128643,406,1,0
128649,405,1,1
128651,401,1,5
128671,404,1,2
128676,401,1,5
128677,404,1,2
128680,405,1,1
128684,405,1,1
128724,406,1,0
128759,353,1,53
128925,401,1,5
129020,402,1,4
129032,402,1,4
129033,406,1,0
129037,405,1,1
129321,402,1,4
129404,401,1,5
129405,398,1,8
129537,401,1,5
129646,403,2,2
129672,405,1,1
130148,403,1,3
130181,401,2,4
130289,398,1,8
130485,401,1,5
130549,402,1,4
130565,406,1,0
130571,404,1,2
130614,402,1,4
130621,403,1,3
130627,406,1,0
130724,405,1,1
130829,405,1,1
131042,404,1,2
131053,401,1,5
131115,404,1,2
131121,400,1,6
131163,398,1,8
131170,403,1,3
131245,403,2,2
131248,406,1,0
131266,402,2,3
131310,400,1,6
131314,403,1,3
131701,403,1,3
131738,405,1,1
132096,396,1,10
132212,396,1,10
132233,403,1,3
132327,406,1,0
132376,401,1,5
132520,406,1,0
132662,404,1,2
132733,400,1,6
132784,403,1,3
132799,402,1,4
132828,406,1,0
132871,406,1,0
132895,388,1,18
132980,398,1,8
133210,399,1,7
133443,399,1,7
133504,405,1,1
133749,404,1,2
133753,402,1,4
133833,402,1,4
133908,404,1,2
133958,404,1,2
133959,406,1,0
