Position,Wild,Mut,Miss
7516,355,1,6
7532,357,1,4
7543,356,1,5
7610,354,1,7
7760,345,1,16
7775,357,2,3
7867,350,1,11
7951,347,2,13
7958,354,1,7
8025,359,1,2
8196,356,1,5
8209,355,1,6
8210,352,1,9
8211,355,2,5
8408,337,1,24
8487,350,1,11
8569,350,2,10
8715,356,1,5
8991,357,1,4
9025,344,2,16
9028,349,1,12
9083,355,1,6
9199,354,1,7
9288,350,1,11
9337,358,1,3
9359,356,1,5
9438,361,1,0
9478,358,1,3
9511,340,1,21
9512,332,1,29
9583,342,1,19
9631,348,1,13
9745,354,1,7
9756,354,1,7
9784,356,1,5
9898,340,1,21
9976,347,2,13
10235,346,1,15
10236,350,1,11
10256,353,2,7
10270,352,1,9
10345,350,1,11
10348,349,1,12
10365,354,1,7
10366,352,1,9
10367,350,1,11
10346,343,1,18
10955,355,1,6
11072,351,1,10
11231,357,1,4
11232,355,1,6
11326,341,2,19
11334,332,14,16
11380,361,1,0
11381,355,1,6
11468,352,1,9
11488,339,1,22
11492,354,1,7
11494,350,1,11
11559,358,1,3
11561,356,1,5
11585,357,1,4
11603,356,1,5
11621,355,2,5
11708,358,1,3
11939,354,1,7
11966,356,1,5
11969,356,1,5
11988,353,1,8
12020,356,1,5
12024,351,1,10
12083,354,1,7
12097,356,1,5
12115,356,1,5
12122,350,1,11
12143,352,1,9
12126,353,1,8
12274,343,2,17
12277,350,1,11
12285,355,2,5
12297,349,1,12
12349,355,1,6
12377,355,1,6
12382,357,1,4
12441,350,1,11
12504,355,1,6
12718,356,1,5
12739,358,1,3
12894,356,1,5
12983,353,1,8
13017,358,1,3
13058,357,1,4
13071,354,1,7
13111,357,1,4
13142,352,1,9
13169,324,1,37
13195,285,1,76
13196,353,1,8
13208,354,1,7
13210,349,1,12
13650,358,1,3
13668,347,1,14
13734,354,1,7
13736,349,1,12
13781,353,1,8
13837,351,1,10
13847,337,1,24
13893,356,1,5
13902,351,1,10
13925,356,1,5
14466,354,1,7
14482,350,1,11
14483,349,1,12
14492,353,1,8
14773,360,1,1
14820,354,1,7
14872,351,1,10
15219,355,1,6
15235,348,1,13
15236,339,1,22
15279,348,1,13
15592,353,1,8
16361,349,1,12
16507,354,1,7
16566,356,1,5
16670,347,1,14
16672,344,1,17
16774,348,1,13
16816,352,1,9
16859,356,1,5
16872,347,1,14
16957,347,1,14
16970,352,1,9
17029,355,1,6
17112,348,1,13
17164,357,1,4
17226,359,1,2
17590,347,1,14
17809,359,1,2
18007,351,2,9
18026,350,1,11
18107,355,1,6
18115,350,1,11
18116,330,1,31
18136,349,1,12
18137,357,1,4
18230,346,1,15
18358,349,1,12
19288,351,1,10
19327,353,1,8
19360,356,1,5
19378,353,1,8
19623,351,1,10
19628,350,1,11
19688,354,1,7
19691,320,1,41
19925,345,1,16
19927,353,1,8
20006,352,1,9
20137,354,1,7
20187,351,1,10
20232,341,1,20
20401,355,1,6
20407,351,1,10
21264,345,1,16
21296,358,1,3
21299,320,1,41
21312,354,1,7
21313,353,1,8
21489,358,1,3
21666,355,1,6
21682,358,1,3
21714,352,1,9
21896,345,1,16
21992,355,1,6
21994,349,1,12
21999,341,1,20
22002,351,1,10
22149,353,1,8
22412,354,1,7
22446,349,1,12
22469,358,1,3
22582,355,1,6
22673,282,1,79
22716,359,1,2
22883,347,1,14
22978,354,1,7
23030,348,1,13
23078,350,1,11
23123,353,1,8
23636,348,1,13
23873,353,1,8
24145,354,1,7
24250,354,1,7
24483,349,1,12
24484,358,1,3
24544,339,1,22
24567,356,1,5
24615,358,1,3
24740,355,1,6
24821,361,1,0
24847,352,1,9
25100,359,1,2
25559,351,1,10
25565,344,1,17
25603,353,1,8
25627,347,1,14
25719,355,1,6
25840,348,1,13
26288,351,2,9
26344,358,1,3
26413,355,1,6
26521,353,2,7
26579,346,1,15
26580,340,5,17
26657,354,1,7
26658,358,1,3
26680,357,1,4
26794,356,1,5
26857,355,1,6
27002,349,1,12
27123,354,1,7
27219,351,1,10
27289,356,1,5
27692,347,2,13
27868,345,1,16
27870,351,1,10
27871,354,1,7
27872,355,1,6
28128,345,1,16
28176,351,1,10
28177,352,1,9
28181,351,1,10
28183,347,1,14
28203,357,1,4
28239,350,1,11
28306,351,1,10
28314,354,1,7
28328,355,1,6
28367,347,1,14
28372,357,1,4
28581,353,1,8
28659,350,1,11
28626,353,1,8
28643,353,1,8
28761,357,1,4
28822,355,1,6
28854,354,1,7
28909,356,1,5
28921,358,1,3
29011,357,1,4
29047,354,2,6
29060,354,1,7
29073,347,1,14
29076,353,1,8
29203,357,1,4
29285,351,1,10
29297,352,1,9
29348,356,1,5
29357,351,1,10
29362,356,1,5
29391,351,1,10
29442,355,1,6
29859,354,1,7
29917,350,1,11
29933,357,2,3
30069,354,1,7
30221,307,1,54
30223,354,1,7
30359,345,1,16
30409,349,1,12
30428,348,1,13
30462,320,1,41
30567,348,1,13
30800,355,1,6
30801,356,1,5
30809,349,1,12
30816,354,1,7
30890,354,1,7
30895,350,1,11
30916,353,1,8
30918,356,1,5
30932,351,1,10
30947,354,1,7
31040,348,1,13
31204,358,1,3
31250,350,1,11
31265,355,1,6
31353,354,1,7
31358,356,1,5
31366,354,1,7
31382,358,1,3
31393,358,1,3
31454,323,1,38
31516,354,1,7
31558,356,1,5
31565,354,1,7
31598,352,1,9
31926,347,1,14
31940,343,2,17
31944,357,1,4
31976,356,1,5
32432,349,1,12
32446,351,1,10
32454,346,1,15
32578,352,1,9
32659,349,1,12
32672,357,1,4
32720,353,1,8
32751,357,1,4
32757,352,1,9
32820,342,1,19
32823,350,1,11
32950,357,1,4
32963,351,1,10
32967,349,1,12
33073,353,1,8
33130,354,1,7
33206,355,1,6
33236,341,1,20
33267,347,1,14
33371,353,1,8
33394,348,1,13
33441,346,1,15
33650,349,1,12
33690,355,1,6
33995,342,1,19
33996,341,1,20
34043,352,1,9
34081,353,1,8
34270,354,1,7
34329,348,1,13
34429,352,1,9
34476,349,1,12
34534,351,1,10
34603,349,1,12
34689,356,1,5
34691,360,1,1
34694,353,1,8
34732,353,1,8
34775,347,1,14
34856,355,1,6
34861,358,1,3
34917,354,1,7
34943,355,1,6
35051,340,1,21
35081,353,1,8
35254,348,1,13
35762,353,1,8
35831,354,1,7
35986,357,1,4
36012,356,1,5
36074,356,1,5
36081,354,1,7
36102,354,1,7
36135,356,1,5
36149,351,1,10
36206,353,1,8
36262,354,1,7
36294,349,1,12
36496,358,1,3
36678,354,1,7
36710,349,1,12
36722,352,2,8
36757,355,1,6
36765,351,1,10
36767,349,1,12
36768,347,1,14
36781,353,1,8
36786,351,1,10
36817,354,1,7
36853,353,1,8
36878,354,1,7
36992,357,1,4
37011,357,1,4
37013,356,3,3
37088,355,1,6
37148,353,1,8
37162,356,1,5
37195,355,2,5
37222,354,1,7
37246,358,1,3
37273,353,1,8
37320,354,1,7
37369,354,1,7
37371,346,1,15
37462,357,1,4
37467,357,1,4
37468,354,1,7
37489,352,1,9
37490,350,1,11
37492,351,1,10
37507,355,1,6
37549,355,1,6
37597,359,1,2
37647,360,1,1
37665,356,1,5
37686,344,1,17
37687,344,1,17
37690,358,1,3
37691,353,3,6
37715,360,2,0
37716,349,1,12
37722,337,1,24
37748,360,1,1
37757,358,1,3
37759,356,1,5
37763,355,1,6
37803,359,1,2
37817,356,1,5
37830,358,1,3
37914,350,1,11
37915,350,1,11
37918,357,1,4
37991,346,1,15
38038,349,1,12
38068,345,1,16
38133,318,1,43
38135,353,1,8
38183,337,1,24
38188,346,1,15
38255,352,1,9
38303,358,1,3
38390,353,1,8
38391,359,1,2
38400,358,1,3
38418,359,1,2
38494,357,1,4
38509,359,1,2
38511,347,1,14
38527,349,1,12
38601,356,1,5
38777,352,1,9
38877,358,1,3
39274,353,1,8
39444,352,1,9
39507,352,2,8
40076,352,1,9
40077,349,1,12
40090,351,1,10
40183,353,1,8
40205,335,1,26
40227,356,1,5
40859,355,2,5
40910,353,2,7
40968,351,1,10
40969,351,1,10
41092,354,1,7
41130,348,1,13
41168,353,1,8
41213,355,1,6
41532,356,2,4
41538,349,1,12
41539,350,1,11
41633,359,1,2
41639,355,1,6
41640,356,1,5
41679,354,1,7
41712,347,1,14
41749,353,1,8
41752,357,1,4
41799,353,1,8
41871,352,1,9
41987,351,1,10
42024,358,1,3
42278,357,1,4
42332,353,1,8
42359,346,1,15
42521,348,1,13
42595,356,1,5
42642,360,1,1
42646,356,1,5
42652,358,1,3
42773,356,1,5
42781,353,1,8
42783,356,1,5
42813,361,1,0
42832,355,1,6
42833,358,1,3
42844,353,1,8
42857,344,1,17
42922,352,2,8
42923,356,1,5
43065,355,1,6
43397,348,1,13
43515,356,1,5
43777,352,1,9
43897,354,1,7
43900,349,1,12
43970,357,1,4
44107,356,1,5
44109,345,1,16
44115,347,1,14
44129,353,1,8
44207,349,1,12
44613,352,1,9
44651,357,1,4
44721,350,1,11
44853,348,1,13
44866,356,1,5
44901,358,1,3
44909,357,1,4
45183,347,1,14
45186,348,1,13
45370,352,1,9
45516,353,1,8
45523,351,1,10
45535,353,1,8
45561,345,1,16
45657,354,1,7
45712,355,1,6
45759,354,1,7
45774,357,1,4
46165,355,1,6
46308,352,1,9
46475,355,1,6
46572,355,1,6
46646,351,1,10
46828,361,1,0
46831,353,1,8
46977,356,1,5
46991,357,1,4
47009,358,1,3
47010,356,1,5
47058,354,1,7
47065,359,1,2
47085,356,1,5
47101,351,1,10
47105,356,1,5
47118,347,1,14
47188,357,1,4
47190,354,2,6
47207,355,1,6
47293,349,1,12
47294,344,2,16
47299,344,1,17
47312,348,1,13
47313,356,1,5
47345,356,1,5
47354,351,1,10
47376,357,1,4
47379,339,1,22
47381,356,1,5
47473,356,1,5
47480,358,1,3
47578,356,1,5
47609,350,1,11
47618,358,1,3
47640,356,1,5
47651,354,1,7
47652,351,1,10
47662,349,1,12
47684,354,1,7
47688,355,1,6
47723,353,1,8
47724,353,1,8
47728,353,1,8
47748,356,1,5
47749,356,2,4
47750,353,1,8
47885,351,1,10
48082,353,1,8
48440,353,8,1
48574,359,1,2
48590,355,1,6
48683,356,1,5
48720,356,1,5
48738,338,1,23
48880,358,1,3
48881,353,1,8
48890,357,1,4
48899,350,1,11
48930,331,1,30
48933,340,1,21
48950,355,1,6
48957,347,1,14
49246,351,1,10
49396,356,1,5
49469,356,1,5
49725,353,1,8
49754,348,1,13
49755,346,1,15
49782,346,1,15
49803,352,1,9
49802,350,1,11
49811,348,1,13
49852,351,1,10
49901,337,1,24
50440,357,1,4
50681,324,1,37
50940,354,2,6
51133,349,1,12
51341,359,1,2
51347,351,1,10
51416,351,1,10
51588,360,1,1
51592,348,1,13
51772,356,1,5
51819,342,1,19
51884,354,1,7
52079,353,1,8
52723,357,1,4
52733,353,1,8
52953,349,1,12
53167,347,1,14
53232,354,1,7
53327,351,1,10
53456,352,2,8
53752,354,1,7
53800,350,2,10
53842,355,1,6
53855,351,1,10
54083,355,1,6
54547,355,1,6
54548,357,1,4
54762,338,1,23
54839,355,1,6
54870,350,2,10
54968,346,1,15
55070,351,1,10
55084,358,1,3
55091,352,2,8
55234,359,1,2
55266,355,1,6
55291,353,1,8
55468,349,1,12
55519,354,1,7
55542,352,1,9
55544,346,1,15
55545,353,1,8
55573,361,1,0
55610,356,1,5
55723,358,1,3
55730,353,1,8
55788,346,1,15
56009,357,1,4
56993,347,1,14
58706,339,1,22
58820,350,1,11
59350,343,1,18
59351,349,1,12
60478,357,1,4
60485,355,1,6
60620,350,1,11
60651,354,1,7
60783,356,1,5
60784,360,1,1
60798,347,1,14
60809,347,1,14
60811,355,1,6
60837,353,1,8
60926,353,1,8
61013,351,1,10
61038,359,1,2
61195,313,1,48
61202,360,1,1
61224,360,1,1
61262,350,1,11
61291,357,1,4
61305,348,1,13
61344,358,1,3
61466,283,1,78
61476,355,1,6
61479,354,1,7
61490,355,1,6
61498,351,1,10
61509,329,23,10
61510,351,2,9
61550,351,8,3
61562,347,1,14
61563,361,1,0
61568,360,1,1
62447,359,1,2
62448,353,1,8
62449,351,1,10
62632,354,1,7
62662,354,1,7
62737,355,1,6
62748,358,1,3
62815,352,1,9
62819,351,1,10
62968,355,2,5
62973,352,1,9
62981,347,1,14
63303,352,1,9
64224,354,1,7
64250,353,1,8
64258,348,1,13
64335,358,1,3
64364,350,1,11
64369,358,1,3
64394,348,2,12
64519,344,1,17
64674,353,1,8
64759,308,1,53
64857,342,1,19
65052,350,1,11
65279,356,1,5
65286,354,1,7
65340,354,1,7
65347,356,1,5
65351,352,1,9
65350,355,1,6
65353,346,1,15
65517,343,1,18
65584,352,1,9
65702,350,1,11
65767,354,1,7
65923,352,1,9
66074,350,1,11
66179,358,1,3
66180,355,1,6
66208,352,1,9
66476,357,1,4
66543,347,2,13
67419,348,1,13
67428,352,1,9
67557,357,1,4
67677,355,1,6
67722,352,1,9
67793,350,1,11
67795,352,1,9
67813,355,1,6
67817,356,1,5
67839,352,1,9
68345,343,1,18
68424,351,1,10
68438,354,1,7
68506,354,2,6
68562,326,1,35
68745,340,1,21
68785,339,1,22
68786,355,2,5
68962,350,1,11
69379,350,1,11
69559,346,1,15
69769,348,1,13
69778,355,1,6
69788,354,1,7
69807,357,1,4
70100,355,1,6
70263,354,1,7
70293,352,1,9
70298,357,1,4
70309,354,1,7
70317,358,1,3
70325,350,1,11
70377,357,1,4
70383,356,1,5
70386,353,1,8
70387,352,1,9
70389,349,1,12
70416,358,1,3
70419,354,1,7
70463,355,1,6
70475,352,1,9
70478,357,1,4
70494,334,1,27
70496,350,1,11
70587,357,1,4
70890,351,1,10
70949,357,1,4
71006,350,1,11
71053,359,1,2
71056,359,1,2
71138,299,1,62
71185,350,1,11
71195,349,1,12
71211,358,1,3
71363,351,1,10
71420,352,1,9
71450,357,1,4
71465,351,1,10
71487,301,1,60
71649,353,1,8
72069,343,1,18
72089,349,1,12
72091,358,1,3
72252,356,1,5
72264,358,1,3
72288,352,1,9
72369,357,1,4
72426,352,1,9
72473,348,2,12
72503,327,1,34
72554,353,1,8
72565,354,1,7
72573,344,1,17
72666,354,1,7
72708,350,1,11
72781,355,1,6
72786,357,1,4
72816,356,1,5
72833,354,1,7
72834,351,1,10
72908,355,3,4
72935,353,1,8
72978,351,1,10
73158,354,2,6
73185,353,1,8
73267,358,1,3
73287,350,1,11
73377,356,1,5
73424,353,1,8
73425,354,1,7
73549,346,1,15
73878,350,1,11
73883,347,1,14
73932,354,1,7
73991,353,1,8
74009,354,1,7
74303,355,1,6
74311,354,1,7
74860,340,1,21
74885,349,1,12
75029,353,1,8
75039,354,1,7
75041,352,1,9
75030,356,1,5
75040,350,1,11
75066,357,1,4
75167,346,1,15
75289,357,1,4
75385,359,1,2
75424,354,1,7
75614,352,1,9
75625,349,1,12
75655,354,2,6
75658,350,1,11
75670,357,1,4
75752,352,1,9
75755,356,1,5
75758,351,1,10
75771,359,1,2
75804,358,1,3
75808,359,1,2
75824,353,1,8
75837,338,1,23
75862,356,1,5
75964,348,1,13
75984,358,1,3
75986,358,1,3
75997,355,1,6
75999,355,1,6
76118,354,1,7
76239,348,1,13
76381,354,1,7
76462,355,1,6
76474,320,1,41
76492,357,1,4
76494,359,1,2
76505,358,1,3
76544,356,1,5
76561,350,1,11
76574,357,1,4
76584,339,1,22
76599,354,1,7
76607,325,1,36
76619,361,1,0
76620,361,1,0
76621,359,1,2
76633,355,1,6
76641,361,1,0
76645,321,1,40
76793,350,1,11
77086,346,1,15
77087,352,1,9
77151,359,1,2
77158,355,1,6
77159,354,1,7
77165,359,1,2
77169,360,1,1
77171,358,1,3
77205,354,1,7
77236,359,1,2
77273,351,1,10
77348,349,1,12
77497,352,1,9
77531,318,1,43
78055,346,1,15
78209,348,1,13
78368,355,1,6
78381,356,1,5
78382,357,1,4
78409,353,1,8
78415,300,1,61
78458,355,1,6
78680,355,1,6
78972,350,1,11
78973,346,1,15
79358,342,1,19
79737,356,1,5
79767,359,1,2
79775,358,1,3
79783,356,1,5
79795,355,1,6
79809,354,1,7
79904,355,1,6
79935,360,1,1
80177,352,1,9
80327,354,1,7
80329,355,1,6
80366,361,1,0
80549,347,1,14
80783,351,1,10
81089,346,1,15
81388,353,1,8
81404,349,1,12
81470,350,1,11
81566,354,1,7
81770,360,1,1
81787,356,1,5
81822,354,1,7
81885,359,1,2
81886,353,1,8
81892,361,1,0
81908,349,1,12
81944,354,1,7
81946,357,1,4
81952,350,1,11
81960,359,1,2
81979,356,1,5
81981,357,1,4
81988,356,1,5
82110,349,1,12
82158,349,1,12
82159,348,1,13
82161,352,1,9
82174,353,1,8
82176,355,1,6
82181,355,1,6
82182,349,1,12
82183,352,1,9
82184,354,1,7
82185,351,1,10
82186,353,1,8
82188,350,1,11
82189,348,1,13
82347,353,2,7
82348,348,1,13
82372,351,1,10
82532,344,1,17
82635,354,1,7
82654,351,1,10
82681,351,1,10
82750,352,1,9
82772,358,1,3
82931,354,1,7
82946,348,1,13
82947,353,1,8
82950,360,1,1
82951,357,1,4
83005,320,1,41
83015,355,1,6
83022,355,1,6
83052,351,1,10
83252,306,1,55
83322,352,1,9
83340,344,2,16
83375,354,1,7
83378,355,1,6
83384,354,1,7
83393,330,1,31
83471,359,1,2
83479,356,1,5
83615,348,1,13
83653,355,1,6
83913,361,1,0
83949,349,1,12
83951,351,1,10
84015,358,1,3
84028,333,1,28
84040,359,1,2
84092,353,1,8
84094,358,1,3
84121,323,1,38
84139,357,1,4
84167,351,1,10
84173,358,1,3
84196,355,1,6
84244,360,1,1
84259,354,1,7
84276,349,1,12
84285,349,1,12
84314,348,1,13
84329,356,1,5
84340,355,1,6
84360,354,1,7
84393,350,1,11
84419,361,1,0
84431,355,1,6
84439,356,1,5
84441,356,1,5
84442,359,1,2
84445,351,1,10
84448,354,1,7
84474,357,1,4
84564,356,1,5
84565,357,1,4
84583,354,1,7
84606,354,1,7
84624,352,1,9
84631,353,1,8
84699,354,1,7
84716,356,1,5
84737,339,1,22
84738,334,1,27
84740,356,1,5
84775,356,1,5
84787,358,1,3
84813,360,1,1
84829,353,1,8
84867,350,2,10
84871,353,1,8
84960,359,1,2
84999,346,1,15
85001,350,1,11
85010,354,1,7
85011,354,1,7
85012,350,1,11
85024,356,1,5
85030,188,1,173
85042,348,1,13
85043,352,1,9
85050,351,1,10
85060,358,1,3
85736,354,1,7
85788,351,1,10
85807,358,1,3
85806,360,1,1
85933,347,3,12
85937,357,1,4
86045,353,1,8
86081,357,1,4
86147,351,1,10
86163,350,1,11
86205,350,2,10
86272,355,1,6
86284,354,1,7
86363,319,1,42
86383,339,1,22
86389,358,1,3
86416,350,1,11
86420,354,1,7
86459,357,1,4
86492,351,1,10
86671,359,1,2
86673,354,1,7
86677,354,1,7
86674,355,1,6
86757,355,1,6
86777,352,1,9
86836,355,1,6
86931,332,1,29
87179,357,1,4
87180,358,1,3
87188,346,1,15
87260,358,1,3
87280,345,1,16
87337,358,1,3
87349,353,1,8
87350,357,1,4
87352,358,1,3
87357,339,1,22
87358,353,1,8
87366,354,1,7
87368,354,1,7
87377,356,1,5
87378,355,1,6
87386,302,1,59
87392,357,1,4
87397,352,1,9
87410,344,1,17
87420,353,1,8
87433,355,1,6
87443,354,1,7
87542,356,1,5
87569,355,1,6
87570,357,1,4
87577,351,1,10
87605,357,1,4
87614,355,1,6
87606,358,1,3
87697,361,1,0
87751,357,1,4
87838,354,1,7
87860,357,1,4
87864,358,1,3
87934,359,1,2
87939,359,1,2
87942,304,1,57
88048,357,1,4
88057,351,1,10
88261,345,1,16
88297,355,1,6
88371,349,1,12
88510,357,2,3
88755,353,1,8
88913,347,1,14
88974,353,1,8
89050,354,1,7
89154,355,1,6
89536,349,1,12
89680,351,1,10
89703,348,1,13
89716,349,1,12
89870,342,1,19
89889,347,1,14
89885,345,1,16
89925,352,1,9
90188,356,1,5
90190,350,1,11
90257,356,1,5
90863,358,1,3
90923,348,1,13
91142,349,1,12
91216,355,1,6
91240,356,1,5
91550,354,1,7
92000,347,1,14
92047,343,1,18
92105,336,1,25
92108,357,1,4
92408,348,1,13
92431,355,1,6
92956,356,1,5
92985,352,1,9
93028,352,1,9
93067,356,1,5
93736,352,1,9
93751,345,1,16
93965,341,1,20
94021,352,1,9
94097,345,1,16
94369,349,1,12
94398,352,1,9
94573,357,1,4
94628,354,1,7
94914,357,1,4
94915,356,1,5
94991,350,1,11
95037,350,1,11
95092,354,1,7
95217,342,1,19
95219,358,1,3
95247,358,1,3
95249,360,1,1
95258,359,1,2
95275,350,2,10
95291,360,1,1
95298,357,1,4
95337,357,1,4
95366,361,1,0
95367,357,1,4
95384,357,1,4
95387,360,1,1
95403,333,1,28
95427,355,1,6
95479,352,1,9
95506,357,1,4
95510,355,1,6
95525,355,1,6
95549,347,1,14
95550,344,1,17
95569,358,1,3
95571,356,1,5
95574,355,1,6
95632,355,1,6
95641,354,1,7
95664,356,1,5
95673,354,1,7
95699,358,1,3
95705,353,2,7
95708,353,1,8
95743,355,1,6
95745,359,1,2
95751,357,2,3
95780,354,1,7
95781,356,1,5
95816,356,1,5
95823,355,1,6
95869,356,1,5
95888,349,1,12
95966,359,1,2
96036,354,1,7
96038,356,4,2
96068,360,1,1
96079,356,1,5
96080,348,1,13
96132,351,1,10
96171,356,2,4
96192,352,1,9
96243,358,1,3
96261,345,1,16
96434,358,1,3
96717,357,1,4
96763,352,1,9
96773,356,1,5
96792,351,1,10
96985,358,1,3
96998,352,1,9
97027,355,1,6
97117,356,1,5
97118,356,1,5
97119,356,1,5
97172,349,1,12
97203,357,1,4
97233,358,1,3
97236,355,1,6
97265,358,1,3
97280,357,1,4
97283,356,1,5
97297,356,1,5
97302,347,1,14
97350,356,1,5
97366,357,1,4
97384,354,1,7
97385,356,1,5
97389,353,1,8
97417,357,1,4
97430,355,1,6
97431,353,1,8
97446,356,1,5
97447,349,1,12
97448,353,1,8
97449,353,1,8
97468,350,1,11
97475,359,1,2
97496,353,1,8
97507,336,1,25
97590,352,1,9
97632,356,1,5
97637,356,1,5
97640,356,1,5
97648,358,1,3
97651,360,1,1
97667,351,1,10
97675,355,1,6
97678,355,1,6
97702,350,1,11
97707,320,1,41
97745,351,1,10
97787,351,1,10
97790,357,1,4
97828,355,1,6
97829,353,1,8
97833,351,1,10
97836,353,2,7
97862,353,1,8
97964,352,1,9
97976,354,1,7
97990,355,1,6
98007,357,1,4
98033,354,1,7
98034,358,1,3
98068,358,2,2
98120,358,2,2
98129,352,1,9
98159,355,1,6
98160,317,1,44
98164,357,1,4
98207,358,1,3
98233,353,1,8
98267,355,1,6
98269,358,1,3
98296,361,1,0
98297,360,1,1
98307,355,1,6
98311,355,1,6
98360,356,1,5
98362,355,1,6
98369,356,1,5
98381,359,1,2
98395,343,1,18
98410,355,1,6
98419,351,1,10
98452,353,1,8
98463,353,1,8
98479,356,1,5
98503,343,2,17
98505,346,1,15
98518,353,1,8
98531,357,2,3
98538,355,1,6
98610,350,1,11
98611,350,1,11
98624,353,2,7
98641,359,1,2
98672,355,1,6
98673,351,1,10
98685,353,1,8
98744,356,2,4
98759,353,1,8
98800,354,1,7
98819,356,1,5
98873,355,1,6
98875,350,1,11
98887,351,1,10
98920,321,1,40
98948,361,1,0
98958,357,1,4
98985,355,1,6
98993,355,1,6
99037,343,1,18
99038,355,1,6
99048,352,1,9
99072,355,1,6
99079,354,1,7
99080,357,1,4
99195,356,1,5
99204,352,1,9
99213,358,1,3
99217,357,1,4
99268,349,1,12
99290,357,1,4
99313,359,1,2
99344,358,1,3
99346,359,1,2
99350,360,1,1
99352,358,1,3
99403,357,1,4
99437,348,1,13
99440,354,1,7
99441,347,1,14
99444,349,1,12
99445,354,1,7
99446,351,1,10
99447,348,1,13
99448,346,1,15
99449,353,1,8
99450,351,1,10
99467,348,1,13
99503,350,1,11
99531,356,1,5
99568,353,1,8
99600,357,1,4
99672,356,1,5
99688,355,2,5
99700,359,1,2
99701,352,1,9
99790,353,1,8
99792,353,1,8
99815,353,1,8
100107,357,1,4
100350,355,1,6
100379,346,1,15
100389,355,1,6
100390,348,1,13
100489,302,1,59
100531,360,1,1
100591,354,1,7
100676,354,1,7
100703,354,1,7
100914,351,1,10
101515,352,2,8
101518,353,1,8
101565,354,1,7
101642,350,2,10
101662,352,1,9
101699,351,1,10
102385,350,1,11
102407,357,1,4
102421,350,1,11
102432,358,1,3
102459,354,1,7
102475,358,1,3
102742,352,2,8
102789,354,1,7
102938,347,1,14
102939,349,1,12
103242,358,1,3
103286,353,1,8
103311,331,21,10
103451,351,1,10
103459,348,1,13
103543,358,1,3
103844,354,1,7
103931,346,1,15
103911,342,2,18
104641,354,1,7
104934,352,1,9
104935,353,1,8
105005,356,1,5
105555,351,1,10
105591,357,1,4
105698,353,1,8
106131,354,1,7
106262,351,1,10
106281,354,1,7
106285,352,1,9
106330,352,1,9
106364,355,1,6
106412,353,1,8
106413,351,1,10
106527,348,1,13
106528,357,1,4
106581,355,1,6
106848,353,1,8
107046,344,1,17
107047,353,1,8
107139,350,1,11
107245,360,1,1
107299,347,1,14
107343,358,1,3
107344,355,1,6
107345,353,1,8
107346,357,1,4
107347,358,1,3
107351,356,1,5
107355,356,1,5
107358,358,1,3
107362,358,1,3
107363,356,1,5
107364,358,1,3
107370,353,1,8
107348,353,1,8
107349,352,1,9
107350,353,1,8
107365,355,1,6
107369,348,1,13
107402,348,1,13
107403,345,1,16
108050,357,1,4
108096,354,1,7
108119,324,1,37
108364,358,1,3
108368,352,1,9
108416,358,1,3
