Position,Wild,Mut,Miss
8107,339,1,21
8413,353,1,7
8490,354,2,5
8492,348,1,12
8493,341,2,18
8497,350,1,10
8643,354,1,6
8644,349,1,11
8802,339,1,21
8851,356,1,4
8861,349,1,11
8903,353,1,7
8926,349,1,11
8936,354,1,6
9004,355,1,5
9133,353,1,7
9164,350,1,10
9166,353,1,7
9169,356,1,4
9219,354,1,6
9280,350,1,10
9302,350,1,10
9305,355,1,5
9310,354,1,6
9306,350,1,10
9331,358,1,2
9339,353,1,7
9378,357,1,3
9429,352,1,8
9446,352,1,8
9449,354,1,6
9452,358,1,2
9487,351,1,9
9488,357,1,3
9499,352,1,8
9918,350,1,10
9938,352,1,8
10133,345,1,15
10137,359,1,1
10296,349,1,11
10345,349,1,11
10591,343,1,17
10592,344,1,16
10642,342,1,18
10665,347,1,13
10670,347,1,13
10672,347,1,13
10753,348,3,10
11202,349,1,11
11323,358,1,2
11325,356,1,4
11324,347,1,13
11391,341,1,19
11620,354,1,6
11644,349,1,11
11670,355,1,5
11674,345,1,15
11682,356,1,4
11726,355,1,5
11783,350,1,10
11870,353,1,7
11889,351,1,9
11951,356,1,4
11953,351,1,9
11952,358,1,2
11955,353,1,7
11983,352,1,8
12212,358,2,1
12217,355,1,5
12258,351,1,9
12277,356,1,4
12347,353,1,7
12361,356,1,4
12546,360,1,0
12552,351,1,9
12707,351,1,9
12735,352,1,8
12743,345,1,15
12965,354,1,6
13024,346,6,9
13056,353,1,7
13108,351,1,9
13128,349,1,11
13236,351,1,9
13248,353,1,7
13289,351,1,9
13266,353,1,7
13267,347,1,13
13268,349,1,11
13278,352,1,8
13531,354,1,6
13789,337,1,23
13814,350,1,10
14114,354,1,6
14145,353,1,7
14182,345,1,15
14379,348,1,12
14383,355,1,5
14395,352,1,8
14440,343,1,17
14441,351,1,9
14449,350,1,10
14475,351,1,9
14497,352,1,8
14519,350,1,10
14699,357,1,3
14700,356,1,4
14701,357,1,3
14715,355,1,5
14744,354,1,6
14750,357,1,3
14760,353,1,7
14781,348,1,12
14809,356,1,4
14838,356,1,4
14936,352,1,8
14946,350,2,9
15307,357,1,3
15319,353,1,7
15322,356,1,4
15324,355,1,5
15330,344,1,16
15362,350,1,10
15370,349,1,11
15372,352,1,8
15385,354,1,6
15482,352,1,8
15491,350,1,10
15533,348,1,12
15500,355,1,5
15545,360,1,0
15781,353,1,7
15798,353,1,7
15805,353,1,7
15834,356,1,4
15885,352,1,8
16036,355,1,5
16046,346,1,14
16065,354,1,6
16195,353,1,7
16234,354,1,6
16313,355,2,4
16332,358,1,2
16385,355,1,5
16411,348,1,12
16473,353,1,7
16554,350,1,10
16579,357,1,3
16621,355,1,5
16629,349,1,11
16631,355,1,5
16630,349,1,11
16653,353,1,7
16654,351,1,9
16690,355,1,5
16706,350,1,10
16719,357,1,3
16805,357,1,3
16906,354,1,6
16910,346,1,14
16982,352,1,8
16992,359,1,1
17107,347,1,13
17444,352,1,8
17529,353,1,7
17530,353,1,7
17544,357,1,3
17591,352,2,7
17746,355,1,5
17791,355,1,5
17864,354,1,6
17887,354,1,6
17896,350,2,9
18138,349,1,11
18142,349,1,11
18157,356,1,4
18158,343,1,17
18189,353,1,7
18359,348,2,11
18467,352,1,8
18601,353,1,7
18606,356,1,4
18651,330,1,30
18667,347,1,13
18975,341,1,19
18976,353,1,7
18977,351,1,9
18978,355,1,5
19076,357,1,3
19192,352,1,8
19300,348,1,12
19350,347,1,13
19559,353,1,7
20056,356,1,4
20170,351,1,9
20565,349,1,11
21323,351,1,9
21356,357,1,3
21380,354,1,6
21381,352,1,8
21422,358,1,2
21486,356,1,4
21503,357,1,3
21754,348,1,12
21800,354,1,6
21997,356,1,4
22099,342,1,18
22112,355,1,5
22195,354,1,6
22245,353,1,7
22257,349,1,11
22273,345,1,15
22275,353,1,7
22696,356,1,4
22699,359,1,1
22750,359,1,1
22829,349,1,11
22920,353,1,7
22968,349,1,11
23086,349,1,11
23122,357,1,3
23157,351,1,9
23165,355,1,5
23186,353,1,7
23187,356,1,4
23190,350,1,10
23206,352,1,8
23211,345,1,15
23235,348,1,12
23295,350,1,10
23371,357,1,3
23420,355,1,5
23462,352,1,8
23490,358,1,2
23502,351,1,9
23579,348,1,12
23584,355,1,5
23601,354,1,6
24044,349,1,11
24757,352,1,8
24778,354,1,6
25089,350,1,10
25097,353,1,7
25112,350,1,10
25120,351,1,9
25452,358,1,2
25459,357,1,3
25529,352,2,7
25536,352,1,8
25541,351,1,9
25795,354,2,5
25820,358,1,2
25862,353,1,7
25864,350,1,10
25875,347,1,13
26169,355,1,5
26184,349,1,11
26185,354,1,6
26211,340,1,20
26247,351,1,9
26260,351,1,9
26414,339,1,21
26505,350,1,10
26653,356,1,4
26743,346,1,14
26893,353,1,7
26936,350,1,10
26938,355,1,5
27203,354,1,6
27217,355,1,5
27270,349,1,11
27607,358,1,2
27719,347,1,13
27780,356,1,4
27825,350,1,10
28001,355,1,5
28316,354,1,6
28371,354,1,6
28372,355,1,5
28534,353,1,7
28544,350,1,10
28690,328,1,32
29231,345,1,15
29250,347,2,12
29259,351,1,9
29260,350,1,10
29266,343,1,17
29276,350,1,10
29277,348,1,12
29505,353,1,7
29673,349,1,11
29691,355,1,5
29795,349,1,11
29871,350,1,10
29961,352,1,8
30201,350,2,9
30839,341,1,19
31225,351,1,9
31326,346,1,14
31282,352,1,8
31288,344,1,16
31575,359,1,1
31841,353,1,7
31873,353,1,7
31879,341,1,19
31935,343,1,17
31936,353,1,7
31978,356,1,4
31986,355,1,5
32004,352,1,8
32006,348,1,12
32047,358,1,2
32055,352,1,8
32481,356,1,4
32506,350,1,10
32865,348,1,12
33182,356,1,4
33377,346,1,14
33381,352,1,8
33769,350,1,10
33818,343,1,17
34244,349,1,11
34331,349,1,11
34496,352,1,8
34499,355,1,5
34517,355,1,5
34544,356,1,4
34551,352,1,8
34567,351,1,9
34738,355,1,5
34756,353,1,7
34999,354,1,6
35012,355,1,5
35013,350,1,10
35028,358,1,2
35038,354,1,6
35040,351,1,9
35143,354,1,6
35286,345,1,15
35296,345,1,15
35307,341,1,19
35403,348,1,12
35418,356,1,4
35421,342,1,18
35549,356,1,4
35578,356,1,4
35628,355,1,5
36620,352,1,8
36625,352,1,8
36821,347,1,13
36824,351,1,9
36867,360,1,0
36880,355,1,5
37233,352,1,8
37269,353,1,7
37303,346,1,14
37323,355,1,5
37482,351,1,9
37490,353,1,7
37609,346,3,12
37631,351,1,9
37871,353,1,7
37981,357,1,3
37984,354,1,6
37998,352,1,8
38002,357,1,3
38033,353,1,7
38084,357,1,3
38310,329,22,10
38798,351,1,9
39402,343,1,17
39490,357,1,3
39649,350,1,10
39671,344,1,16
39765,356,1,4
39999,351,1,9
40136,354,1,6
40747,346,1,14
40226,353,1,7
40252,356,1,4
40256,352,2,7
40270,352,1,8
40271,355,1,5
40280,352,1,8
40346,352,1,8
40365,348,1,12
40369,357,1,3
40378,357,1,3
40423,348,1,12
40433,349,1,11
40437,355,1,5
40438,356,1,4
40439,353,1,7
40441,352,1,8
40450,358,1,2
40495,353,1,7
40522,323,1,37
40666,346,1,14
40699,352,1,8
40712,355,1,5
40716,358,1,2
40750,349,1,11
40878,350,1,10
41008,344,1,16
41016,348,1,12
41019,346,1,14
41020,348,1,12
41043,351,1,9
41044,355,1,5
41085,349,1,11
41174,354,1,6
41529,355,1,5
41264,348,1,12
41268,353,1,7
41265,351,1,9
41305,358,1,2
41314,350,1,10
41647,350,1,10
41744,348,1,12
42144,349,1,11
42435,354,1,6
42462,350,1,10
42463,351,1,9
42716,349,1,11
42735,354,1,6
43080,355,1,5
43090,348,1,12
43099,349,1,11
43150,355,1,5
43180,354,1,6
43201,355,1,5
43222,352,1,8
43449,352,1,8
43859,358,1,2
44293,347,1,13
44362,342,6,13
44402,352,1,8
44508,354,1,6
44758,351,1,9
44960,353,1,7
44985,340,1,20
44996,343,1,17
45147,316,1,44
45269,357,1,3
45384,353,1,7
45386,352,1,8
45408,349,1,11
45533,351,1,9
45535,351,1,9
45564,354,1,6
45712,358,2,1
46019,360,1,0
46214,352,1,8
46761,353,1,7
46917,352,1,8
46918,354,1,6
46927,354,1,6
46930,350,1,10
46943,351,1,9
46990,358,1,2
47006,359,1,1
47015,353,1,7
47021,349,1,11
47026,356,1,4
47067,356,1,4
47079,356,1,4
47089,351,1,9
47127,353,1,7
47131,354,1,6
47170,352,1,8
47252,353,1,7
47253,356,1,4
47271,355,1,5
47288,352,1,8
47291,347,1,13
47695,341,1,19
47705,352,1,8
47710,357,1,3
47799,352,1,8
47807,349,1,11
47858,340,1,20
47878,343,3,15
47895,350,1,10
47933,346,1,14
47950,342,1,18
47951,347,1,13
47962,348,1,12
47967,355,1,5
47969,354,1,6
47976,345,1,15
47986,353,1,7
48016,348,1,12
48017,353,1,7
48018,353,1,7
48020,345,1,15
48070,346,1,14
48079,348,1,12
48093,349,1,11
48192,351,1,9
48194,351,1,9
48219,350,1,10
48221,347,1,13
48227,354,1,6
48289,350,1,10
48325,356,1,4
48638,356,1,4
48334,357,1,3
48349,351,1,9
48445,354,1,6
48475,354,1,6
48541,352,1,8
48553,353,1,7
48588,353,1,7
48592,348,1,12
48609,355,1,5
48639,351,1,9
48641,353,1,7
48661,354,1,6
48727,353,1,7
48798,352,1,8
48806,357,1,3
48818,349,1,11
48821,353,1,7
48868,351,1,9
48869,356,1,4
48870,357,1,3
48908,351,1,9
48916,351,1,9
48926,347,1,13
48946,355,1,5
48947,357,1,3
48976,357,1,3
48978,349,1,11
48979,355,1,5
48982,353,1,7
49006,351,1,9
49024,357,1,3
49026,356,1,4
49045,353,1,7
49055,355,1,5
49076,354,1,6
49091,358,1,2
49092,353,1,7
49095,347,1,13
49097,353,1,7
49147,354,1,6
49181,354,1,6
49184,357,1,3
49185,350,1,10
49195,351,1,9
49203,350,1,10
49257,356,1,4
49310,352,1,8
49324,354,1,6
49365,354,1,6
49366,353,1,7
49372,359,1,1
49579,355,1,5
49662,349,1,11
49711,354,1,6
49780,356,1,4
49781,351,1,9
49829,355,1,5
49831,351,1,9
49898,352,1,8
49939,353,1,7
50018,356,1,4
50082,352,1,8
50091,344,1,16
50122,349,1,11
50156,355,1,5
50162,356,1,4
50232,339,1,21
50241,353,1,7
50309,356,1,4
50397,354,1,6
50437,353,1,7
50402,352,1,8
50731,356,1,4
50873,349,1,11
51100,347,1,13
51312,347,1,13
51314,346,1,14
51317,354,1,6
51333,356,1,4
51585,348,1,12
51786,356,1,4
52157,345,1,15
52236,347,1,13
52237,346,1,14
52243,324,17,20
52244,328,16,17
52299,339,1,21
52390,350,1,10
52424,348,1,12
52469,351,1,9
52485,356,1,4
52486,347,1,13
52832,353,1,7
52882,351,1,9
53192,352,1,8
53331,354,1,6
53350,354,1,6
53384,353,1,7
53438,351,1,9
53518,351,1,9
53527,349,1,11
53646,351,1,9
53742,351,1,9
53763,347,1,13
53768,346,1,14
53979,352,1,8
54004,351,1,9
54197,348,1,12
54250,341,1,19
54277,353,1,7
54279,353,1,7
54286,351,1,9
54363,353,1,7
54387,352,1,8
54407,334,1,26
54446,350,1,10
54490,351,1,9
54630,349,1,11
54654,359,1,1
54810,354,1,6
54853,354,1,6
55078,352,1,8
55082,355,1,5
55139,354,1,6
55159,353,1,7
55205,355,2,4
55238,352,1,8
55331,348,1,12
55337,351,1,9
55360,354,1,6
55580,352,1,8
55581,350,1,10
55632,350,1,10
55710,356,1,4
55744,354,1,6
55816,353,2,6
55823,354,1,6
55831,358,1,2
55832,354,2,5
55840,336,1,24
55847,356,1,4
55849,357,1,3
55852,359,1,1
55853,355,1,5
55854,355,1,5
55915,353,1,7
55967,353,1,7
56005,352,1,8
56024,354,1,6
56558,344,1,16
56610,347,1,13
56627,348,1,12
56672,347,1,13
56795,347,1,13
56909,353,1,7
56911,356,1,4
56921,357,1,3
56914,349,1,11
57092,359,1,1
57109,357,1,3
57118,355,1,5
57137,354,1,6
57191,353,1,7
57196,351,1,9
57207,345,2,14
57225,354,1,6
57227,357,1,3
57229,355,1,5
57301,353,1,7
57302,353,1,7
57442,352,1,8
57480,353,1,7
57845,358,1,2
58095,357,1,3
58098,349,1,11
58171,352,1,8
58395,348,1,12
58431,353,1,7
58468,356,1,4
58473,350,1,10
58515,357,1,3
59024,354,1,6
59047,349,1,11
59119,349,1,11
59120,348,1,12
59153,347,1,13
59288,352,1,8
59308,350,1,10
59366,355,1,5
59495,350,1,10
59568,355,1,5
59611,358,1,2
59663,350,1,10
59788,357,1,3
60284,348,1,12
60309,345,2,14
60376,336,1,24
60377,352,1,8
60381,347,1,13
60607,350,1,10
60755,349,1,11
60781,344,1,16
60857,350,1,10
60974,353,1,7
61055,351,1,9
61231,352,1,8
61233,352,1,8
61246,347,1,13
61251,351,1,9
61273,356,1,4
61326,356,1,4
61328,353,1,7
61344,347,2,12
61352,348,6,7
61353,357,1,3
61354,356,1,4
61405,354,1,6
61463,354,1,6
61492,357,1,3
61521,350,1,10
61587,349,1,11
61635,348,1,12
61674,354,1,6
61682,351,1,9
61687,355,1,5
61715,354,1,6
61721,345,1,15
61723,347,2,12
61771,351,1,9
61902,349,1,11
61983,347,1,13
62000,347,1,13
62001,355,1,5
62024,351,1,9
62048,354,1,6
62066,354,2,5
62084,342,1,18
62085,355,1,5
62091,347,2,12
62094,353,1,7
62188,354,1,6
62189,352,1,8
62190,352,1,8
62191,353,1,7
62193,355,1,5
62195,353,1,7
62192,344,1,16
62223,356,1,4
62224,348,1,12
62227,336,1,24
62243,355,1,5
62247,349,1,11
62691,348,1,12
62802,339,1,21
62944,352,1,8
62979,358,1,2
62995,346,1,14
63137,359,1,1
63428,348,1,12
63493,353,1,7
63494,348,6,7
63541,352,1,8
63630,345,1,15
63632,349,1,11
63713,349,1,11
63787,355,1,5
64147,350,1,10
64371,338,1,22
64651,335,1,25
64864,348,1,12
65000,352,1,8
65118,339,1,21
65307,348,1,12
65742,357,1,3
66146,345,1,15
66152,355,1,5
66363,354,1,6
66861,352,1,8
66864,354,1,6
67032,352,1,8
67062,358,1,2
67093,351,1,9
67405,348,1,12
67579,354,1,6
67589,346,6,9
67615,185,1,175
67657,351,1,9
67739,336,1,24
67960,352,1,8
67961,357,1,3
67962,355,1,5
67963,355,1,5
68695,349,1,11
68696,351,1,9
68888,356,1,4
68889,357,1,3
68944,352,1,8
68986,354,1,6
68996,354,1,6
69280,347,1,13
69304,347,1,13
69308,354,1,6
69309,358,1,2
69323,356,1,4
69324,355,1,5
69327,360,1,0
69346,355,1,5
69348,357,1,3
69361,357,1,3
69518,348,1,12
69565,349,1,11
69684,358,1,2
70026,358,1,2
70027,350,1,10
70028,343,1,17
70063,352,1,8
70189,351,1,9
70202,354,1,6
70237,357,1,3
70246,352,1,8
70364,355,1,5
70595,350,1,10
70604,354,1,6
70657,348,1,12
70944,348,1,12
71050,357,1,3
71051,358,1,2
71066,355,1,5
71112,354,1,6
71120,350,1,10
71201,347,1,13
71409,319,1,41
71483,351,1,9
71545,352,1,8
71882,359,1,1
71883,344,1,16
72001,344,1,16
72164,347,1,13
72263,353,1,7
72501,356,1,4
73036,352,1,8
73086,352,1,8
73098,356,1,4
73133,353,1,7
74210,352,1,8
74485,353,1,7
75681,343,1,17
75693,350,1,10
75968,349,1,11
76389,352,1,8
77394,353,1,7
77395,344,2,15
77396,345,3,13
78142,343,1,17
78454,353,1,7
78513,355,1,5
78543,353,1,7
78864,355,1,5
78865,357,1,3
78898,342,1,18
78998,261,1,99
79027,353,1,7
79226,353,1,7
79227,352,1,8
79228,349,1,11
79249,350,1,10
79253,356,1,4
79283,352,1,8
79329,357,1,3
79387,354,1,6
79406,359,1,1
79481,358,1,2
79493,356,1,4
79503,358,1,2
79508,356,1,4
79509,343,1,17
79784,349,1,11
79929,355,1,5
79931,351,1,9
79937,352,1,8
79956,350,1,10
80069,349,1,11
80081,346,1,14
80084,356,1,4
80111,352,2,7
80118,353,1,7
80119,356,1,4
80122,351,1,9
80129,349,1,11
80167,349,1,11
80169,354,1,6
80171,358,1,2
80187,354,1,6
80498,350,1,10
81164,346,1,14
81195,357,1,3
81256,351,1,9
81296,345,1,15
81532,358,1,2
81645,351,1,9
81933,353,1,7
81950,354,1,6
82693,351,1,9
82763,351,1,9
83426,357,1,3
83465,354,1,6
83515,355,1,5
83573,350,1,10
83834,352,1,8
83846,353,1,7
83864,352,1,8
84248,352,1,8
84250,356,1,4
84251,354,1,6
84265,349,1,11
84876,348,1,12
84892,349,1,11
84906,349,1,11
84946,354,1,6
84971,353,1,7
84975,351,1,9
85134,353,1,7
85149,352,1,8
85155,358,1,2
85166,354,1,6
85275,342,1,18
85345,353,1,7
85409,354,1,6
85469,352,1,8
85676,356,1,4
85677,360,1,0
85782,349,1,11
85806,352,1,8
85818,355,1,5
85819,358,1,2
85830,344,1,16
85864,350,1,10
86013,359,1,1
86049,348,1,12
86162,348,1,12
86313,347,1,13
86343,342,1,18
86475,351,1,9
87524,350,1,10
87557,353,1,7
87561,356,1,4
87572,349,1,11
87674,349,1,11
87680,354,1,6
87752,349,1,11
87754,357,1,3
87785,353,1,7
87797,356,1,4
87836,346,1,14
87874,350,1,10
87975,352,1,8
88038,352,1,8
88060,350,1,10
88105,354,1,6
88185,351,1,9
88354,354,1,6
88360,356,1,4
88364,352,1,8
88365,354,1,6
88686,348,1,12
88963,357,1,3
88979,355,1,5
88980,350,1,10
89281,353,1,7
89282,354,1,6
89710,351,1,9
89883,348,1,12
89961,351,1,9
90095,352,1,8
90202,352,1,8
90370,342,1,18
90380,353,1,7
90470,355,1,5
90620,353,1,7
90671,352,1,8
90680,346,1,14
90727,355,1,5
90746,354,1,6
90800,359,1,1
90805,354,1,6
91329,359,1,1
91336,357,1,3
91342,358,1,2
91381,355,1,5
91399,355,1,5
91412,355,1,5
91415,354,1,6
91424,345,1,15
91446,353,1,7
91447,355,1,5
91449,353,1,7
91469,351,1,9
91472,347,1,13
91485,353,1,7
91487,351,1,9
91502,351,1,9
91516,351,1,9
91517,357,1,3
91520,353,1,7
91532,349,1,11
91560,338,1,22
91567,356,1,4
91568,356,1,4
91585,356,1,4
91586,352,1,8
91589,351,1,9
91717,354,1,6
92202,351,1,9
92206,333,1,27
92519,351,1,9
92699,348,1,12
92729,346,1,14
92826,356,1,4
92875,347,1,13
92894,347,1,13
92979,354,1,6
93151,355,1,5
93189,352,1,8
93454,254,1,106
93520,353,1,7
93533,352,1,8
93572,352,1,8
93619,350,1,10
93705,349,1,11
93724,353,1,7
93734,353,1,7
93746,352,1,8
93776,351,1,9
93959,358,1,2
93997,342,1,18
94052,354,1,6
94064,348,1,12
94176,354,1,6
94251,354,1,6
94256,349,1,11
94438,348,1,12
94552,357,1,3
94568,355,1,5
94617,352,2,7
94628,354,3,4
94653,356,1,4
94672,358,1,2
94677,357,1,3
94680,353,1,7
94682,349,1,11
94699,358,1,2
94735,355,1,5
94757,351,1,9
94759,360,1,0
94804,353,1,7
94869,348,1,12
94874,350,1,10
94913,357,1,3
94914,352,1,8
94974,344,2,15
95004,353,1,7
95021,354,1,6
95022,356,1,4
95025,351,1,9
95135,352,1,8
95186,351,1,9
95280,353,1,7
95318,351,1,9
95432,353,2,6
95436,356,1,4
95549,355,1,5
95587,351,1,9
95593,350,1,10
95621,351,1,9
95665,344,1,16
95738,348,1,12
96095,351,1,9
96125,349,1,11
96129,346,1,14
96160,336,1,24
96163,358,1,2
96176,354,1,6
96201,360,1,0
96248,352,1,8
96271,352,1,8
96384,350,1,10
97305,349,1,11
97475,353,1,7
97492,359,1,1
97507,353,1,7
97512,352,1,8
97524,355,1,5
97599,357,1,3
97603,349,1,11
97829,351,1,9
97889,346,2,13
97891,342,1,18
97917,360,1,0
97918,358,1,2
97941,351,1,9
97944,355,1,5
97948,355,1,5
98187,354,1,6
98219,353,1,7
98283,354,1,6
98406,356,1,4
98449,357,2,2
98477,351,1,9
98479,357,1,3
98493,357,1,3
98495,358,1,2
98497,354,1,6
98512,357,1,3
98513,349,1,11
98533,304,1,56
98620,352,1,8
98625,353,1,7
98658,355,1,5
98665,355,1,5
98684,354,1,6
98717,353,1,7
99250,351,1,9
99270,285,1,75
99276,349,1,11
99292,348,1,12
99294,337,1,23
99306,350,1,10
99352,355,1,5
99366,356,1,4
99393,355,1,5
99404,348,1,12
99416,354,1,6
99418,355,1,5
99456,358,1,2
99458,354,1,6
99471,358,1,2
99493,351,1,9
99495,352,1,8
99501,343,1,17
99504,352,1,8
99507,348,1,12
99640,354,1,6
99889,355,1,5
100036,357,1,3
100037,349,10,2
100098,356,1,4
100110,355,1,5
100117,354,1,6
100231,340,1,20
100352,348,1,12
100384,349,1,11
100395,355,1,5
100646,349,1,11
100660,355,1,5
100677,350,2,9
100714,352,1,8
100776,346,1,14
100777,350,2,9
100778,351,1,9
100779,351,1,9
100780,352,1,8
101063,347,1,13
101217,351,1,9
101219,354,2,5
101290,353,1,7
101503,354,1,6
101528,348,1,12
101561,347,1,13
101562,348,1,12
101624,358,1,2
101639,353,1,7
101704,323,1,37
101732,351,1,9
101789,356,1,4
102412,337,1,23
102416,352,1,8
103147,347,2,12
103402,352,1,8
103437,353,1,7
103440,356,1,4
103450,351,1,9
103458,354,1,6
103461,357,1,3
103480,358,1,2
103481,351,1,9
103482,355,1,5
103487,354,1,6
103493,350,2,9
103505,353,1,7
103541,359,1,1
103553,348,1,12
103569,353,1,7
103572,354,1,6
103613,344,1,16
103648,349,1,11
103654,356,1,4
103691,352,1,8
103767,347,1,13
103799,341,1,19
103865,350,1,10
103868,358,1,2
103876,352,1,8
103881,352,1,8
103882,347,1,13
103997,347,1,13
104366,355,1,5
104369,352,1,8
104706,347,1,13
104707,344,2,15
104713,353,1,7
104800,351,1,9
105177,358,1,2
105178,357,1,3
105185,356,2,3
105245,354,1,6
105342,355,1,5
105469,345,1,15
105572,352,1,8
105593,356,1,4
105690,351,1,9
105691,352,1,8
106051,355,2,4
106123,355,1,5
106140,354,1,6
106145,355,1,5
106148,358,1,2
106159,357,1,3
106180,353,1,7
106183,357,1,3
106231,356,1,4
106233,354,2,5
106388,347,1,13
106395,349,1,11
106402,341,1,19
106405,349,1,11
106453,351,1,9
106454,349,1,11
106463,351,1,9
106465,355,1,5
106472,345,1,15
106473,349,1,11
106475,355,1,5
106476,352,1,8
106590,192,1,168
106656,355,1,5
106591,318,1,42
106668,350,1,10
106695,349,1,11
106700,352,1,8
106708,351,1,9
106905,353,1,7
106906,355,1,5
106997,353,1,7
107076,347,1,13
107086,307,1,53
107268,348,1,12
107270,320,1,40
107281,352,1,8
107305,352,1,8
107487,358,1,2
107489,353,1,7
107497,355,1,5
107500,359,1,1
107506,348,1,12
107516,356,1,4
107523,358,1,2
107538,356,1,4
107539,355,1,5
107550,356,1,4
107568,356,1,4
107569,356,1,4
107601,356,1,4
107614,353,1,7
107882,359,1,1
107986,353,1,7
107989,356,1,4
108067,356,1,4
108072,355,1,5
108076,346,1,14
108091,354,1,6
108096,358,1,2
108130,352,1,8
108167,352,1,8
108200,354,1,6
108378,355,1,5
108425,352,1,8
108460,351,1,9
108709,352,1,8
108755,357,1,3
108764,355,1,5
108765,354,1,6
108796,359,1,1
108797,355,1,5
108813,354,1,6
108822,354,1,6
108827,354,1,6
108859,354,1,6
108862,353,1,7
108901,359,1,1
108914,351,1,9
108985,355,1,5
108986,351,6,4
109003,353,1,7
109039,346,1,14
109067,355,1,5
109107,349,2,10
109109,356,1,4
109124,355,1,5
109134,357,1,3
109177,353,1,7
109178,349,3,9
109259,344,1,16
109275,350,1,10
109285,351,1,9
109332,351,1,9
109293,344,1,16
109302,353,1,7
109312,352,1,8
109317,335,1,25
109327,352,1,8
109375,357,1,3
109397,357,1,3
109412,354,1,6
109413,352,1,8
109415,352,1,8
109436,349,1,11
109456,352,1,8
109482,357,1,3
109515,350,1,10
109522,356,1,4
109524,349,1,11
109530,354,1,6
109531,350,1,10
109544,295,1,65
109578,353,1,7
109600,325,1,35
109621,350,1,10
109645,355,1,5
109722,354,1,6
109732,357,1,3
109747,358,1,2
109780,355,1,5
109789,357,1,3
109817,354,1,6
109828,353,1,7
109830,356,1,4
109829,356,1,4
109871,355,1,5
109936,349,1,11
109943,353,1,7
110003,350,1,10
110062,350,1,10
110070,349,1,11
110071,350,1,10
110084,353,1,7
110096,344,1,16
110097,355,1,5
110100,352,1,8
110099,357,1,3
110131,355,1,5
110148,355,1,5
110149,355,1,5
110153,354,1,6
110240,346,1,14
110333,352,1,8
110899,348,1,12
111022,350,1,10
111032,353,1,7
111094,350,1,10
111186,358,1,2
111223,357,1,3
111224,357,1,3
111249,352,1,8
111309,353,1,7
111330,345,1,15
111387,348,1,12
111511,356,1,4
111526,355,1,5
111550,345,1,15
111558,353,1,7
111645,357,1,3
111654,345,1,15
111655,357,1,3
111729,349,1,11
111751,357,1,3
111760,350,1,10
111779,354,1,6
111944,348,1,12
111955,356,1,4
112012,349,1,11
112070,350,2,9
112089,356,1,4
112111,355,1,5
112150,353,1,7
112290,357,1,3
112308,353,1,7
112312,351,1,9
112320,351,1,9
112432,350,1,10
112551,356,1,4
112611,356,1,4
112685,349,1,11
112734,353,1,7
